Member Entity ID,Parent Entity ID,Campus ID,Relationship,Source Record ID,Observation ID,Relationship Basis,Registry Version
campus:6846966a9fd9eb41,campus:6846966a9fd9eb41,campus:6846966a9fd9eb41,observation_supports_campus,592,fractracker:592,campus identity evidence,9.6.2
campus:73f930aa495e7109,campus:73f930aa495e7109,campus:73f930aa495e7109,observation_supports_campus,594,fractracker:594,campus identity evidence,9.6.2
campus:a00976720c642797,campus:a00976720c642797,campus:a00976720c642797,observation_supports_campus,595,fractracker:595,campus identity evidence,9.6.2
campus:80649604ce0457a7,campus:80649604ce0457a7,campus:80649604ce0457a7,observation_supports_campus,596,fractracker:596,campus identity evidence,9.6.2
campus:d2c52e3d8701f08e,campus:d2c52e3d8701f08e,campus:d2c52e3d8701f08e,observation_supports_campus,597,fractracker:597,campus identity evidence,9.6.2
campus:c57a10ee31d1f458,campus:c57a10ee31d1f458,campus:c57a10ee31d1f458,observation_supports_campus,599,fractracker:599,campus identity evidence,9.6.2
campus:b094f74dce063e87,campus:b094f74dce063e87,campus:b094f74dce063e87,observation_supports_campus,601,fractracker:601,campus identity evidence,9.6.2
campus:59d3d03ad28432c4,campus:59d3d03ad28432c4,campus:59d3d03ad28432c4,observation_supports_campus,606,fractracker:606,campus identity evidence,9.6.2
campus:598b327421d5d304,campus:598b327421d5d304,campus:598b327421d5d304,observation_supports_campus,607,fractracker:607,campus identity evidence,9.6.2
campus:df2afac200e3fbb2,campus:df2afac200e3fbb2,campus:df2afac200e3fbb2,observation_supports_campus,608,fractracker:608,campus identity evidence,9.6.2
campus:f582530df80a8832,campus:f582530df80a8832,campus:f582530df80a8832,observation_supports_campus,611,fractracker:611,campus identity evidence,9.6.2
campus:01c2a02f5d2b69cb,campus:01c2a02f5d2b69cb,campus:01c2a02f5d2b69cb,observation_supports_campus,614,fractracker:614,campus identity evidence,9.6.2
campus:7c8ed20b720840b6,campus:7c8ed20b720840b6,campus:7c8ed20b720840b6,observation_supports_campus,633,fractracker:633,campus identity evidence,9.6.2
campus:15d6b3aad9d71a64,campus:15d6b3aad9d71a64,campus:15d6b3aad9d71a64,observation_supports_campus,634,fractracker:634,campus identity evidence,9.6.2
campus:29e0a75b977f0bc7,campus:29e0a75b977f0bc7,campus:29e0a75b977f0bc7,observation_supports_campus,639,fractracker:639,campus identity evidence,9.6.2
campus:abf91e82afa242a3,campus:abf91e82afa242a3,campus:abf91e82afa242a3,observation_supports_campus,64,fractracker:64,campus identity evidence,9.6.2
campus:bb240520a02c4cf6,campus:bb240520a02c4cf6,campus:bb240520a02c4cf6,observation_supports_campus,641,fractracker:641,campus identity evidence,9.6.2
campus:9fa030c80e8f60ad,campus:9fa030c80e8f60ad,campus:9fa030c80e8f60ad,observation_supports_campus,642,fractracker:642,campus identity evidence,9.6.2
campus:9321caab00058d7d,campus:9321caab00058d7d,campus:9321caab00058d7d,observation_supports_campus,643,fractracker:643,campus identity evidence,9.6.2
campus:a57636f7fb2f2791,campus:a57636f7fb2f2791,campus:a57636f7fb2f2791,observation_supports_campus,645,fractracker:645,campus identity evidence,9.6.2
campus:3073d2b654121aa6,campus:3073d2b654121aa6,campus:3073d2b654121aa6,observation_supports_campus,650,fractracker:650,campus identity evidence,9.6.2
campus:25685087b157fff2,campus:25685087b157fff2,campus:25685087b157fff2,observation_supports_campus,653,fractracker:653,campus identity evidence,9.6.2
campus:24062400c6542b81,campus:24062400c6542b81,campus:24062400c6542b81,observation_supports_campus,655,fractracker:655,campus identity evidence,9.6.2
campus:0cbaf7c05811a65a,campus:0cbaf7c05811a65a,campus:0cbaf7c05811a65a,observation_supports_campus,658,fractracker:658,campus identity evidence,9.6.2
campus:789280eb1f0edcba,campus:789280eb1f0edcba,campus:789280eb1f0edcba,observation_supports_campus,663,fractracker:663,campus identity evidence,9.6.2
campus:ce577873692fb812,campus:ce577873692fb812,campus:ce577873692fb812,observation_supports_campus,664,fractracker:664,campus identity evidence,9.6.2
campus:26c5e5ca13ec8eda,campus:26c5e5ca13ec8eda,campus:26c5e5ca13ec8eda,observation_supports_campus,665,fractracker:665,campus identity evidence,9.6.2
campus:01f8c602dd66a515,campus:01f8c602dd66a515,campus:01f8c602dd66a515,observation_supports_campus,67,fractracker:67,campus identity evidence,9.6.2
building:10cbc4cb79143f7c,campus:326c3e3a8c2a1c88,campus:326c3e3a8c2a1c88,building_in_campus,im3-source:20cbf446ae3db367,im3:20cbf446ae3db367,source-native building observation,9.6.2
building:10cbc4cb79143f7c,campus:326c3e3a8c2a1c88,campus:326c3e3a8c2a1c88,building_in_campus,osm-way-1386926534,gigawatt:osm-way-1386926534,source-native building observation,9.6.2
campus:326c3e3a8c2a1c88,campus:326c3e3a8c2a1c88,campus:326c3e3a8c2a1c88,observation_supports_campus,673,fractracker:673,campus identity evidence,9.6.2
campus:231e3e0fcc4d8b12,campus:231e3e0fcc4d8b12,campus:231e3e0fcc4d8b12,observation_supports_campus,674,fractracker:674,campus identity evidence,9.6.2
campus:e13f869dc928dced,campus:e13f869dc928dced,campus:e13f869dc928dced,observation_supports_campus,675,fractracker:675,campus identity evidence,9.6.2
campus:f73d63b40407dec9,campus:f73d63b40407dec9,campus:f73d63b40407dec9,observation_supports_campus,676,fractracker:676,campus identity evidence,9.6.2
campus:f73d63b40407dec9,campus:f73d63b40407dec9,campus:f73d63b40407dec9,observation_supports_campus,vantage-frontier-tx,gigawatt:vantage-frontier-tx,campus identity evidence,9.6.2
campus:61ebd290a15e1b49,campus:61ebd290a15e1b49,campus:61ebd290a15e1b49,observation_supports_campus,677,fractracker:677,campus identity evidence,9.6.2
campus:befea92e006200f5,campus:befea92e006200f5,campus:befea92e006200f5,observation_supports_campus,678,fractracker:678,campus identity evidence,9.6.2
campus:9e103793867b360a,campus:9e103793867b360a,campus:9e103793867b360a,observation_supports_campus,686,fractracker:686,campus identity evidence,9.6.2
campus:864394825bcdc022,campus:864394825bcdc022,campus:864394825bcdc022,observation_supports_campus,69,fractracker:69,campus identity evidence,9.6.2
campus:1cb8c5d5250ffce7,campus:1cb8c5d5250ffce7,campus:1cb8c5d5250ffce7,observation_supports_campus,690,fractracker:690,campus identity evidence,9.6.2
campus:91b8f0e53fba9e68,campus:91b8f0e53fba9e68,campus:91b8f0e53fba9e68,observation_supports_campus,693,fractracker:693,campus identity evidence,9.6.2
campus:43692845a152b7ec,campus:43692845a152b7ec,campus:43692845a152b7ec,observation_supports_campus,694,fractracker:694,campus identity evidence,9.6.2
campus:96e7a61d2045cbd9,campus:96e7a61d2045cbd9,campus:96e7a61d2045cbd9,observation_supports_campus,696,fractracker:696,campus identity evidence,9.6.2
campus:fe0c060092445fc4,campus:fe0c060092445fc4,campus:fe0c060092445fc4,observation_supports_campus,698,fractracker:698,campus identity evidence,9.6.2
campus:baf62900a66c28ec,campus:baf62900a66c28ec,campus:baf62900a66c28ec,observation_supports_campus,709,fractracker:709,campus identity evidence,9.6.2
campus:16584ae2f1384aaf,campus:16584ae2f1384aaf,campus:16584ae2f1384aaf,observation_supports_campus,71,fractracker:71,campus identity evidence,9.6.2
campus:daea6f163a54a77a,campus:daea6f163a54a77a,campus:daea6f163a54a77a,observation_supports_campus,713,fractracker:713,campus identity evidence,9.6.2
campus:2103ba724173aa9a,campus:2103ba724173aa9a,campus:2103ba724173aa9a,observation_supports_campus,715,fractracker:715,campus identity evidence,9.6.2
campus:bec9b8b97223ab80,campus:bec9b8b97223ab80,campus:bec9b8b97223ab80,observation_supports_campus,726,fractracker:726,campus identity evidence,9.6.2
campus:c12557e0a531e1c8,campus:c12557e0a531e1c8,campus:c12557e0a531e1c8,observation_supports_campus,728,fractracker:728,campus identity evidence,9.6.2
campus:7b9d743fa8bc705d,campus:7b9d743fa8bc705d,campus:7b9d743fa8bc705d,observation_supports_campus,730,fractracker:730,campus identity evidence,9.6.2
campus:f91c758b005f035a,campus:f91c758b005f035a,campus:f91c758b005f035a,observation_supports_campus,732,fractracker:732,campus identity evidence,9.6.2
campus:7bbbccbd158e714d,campus:7bbbccbd158e714d,campus:7bbbccbd158e714d,observation_supports_campus,736,fractracker:736,campus identity evidence,9.6.2
campus:2505201f61b0654d,campus:2505201f61b0654d,campus:2505201f61b0654d,observation_supports_campus,755,fractracker:755,campus identity evidence,9.6.2
campus:f4979f2015262b0d,campus:f4979f2015262b0d,campus:f4979f2015262b0d,observation_supports_campus,756,fractracker:756,campus identity evidence,9.6.2
campus:384371b7787fa489,campus:384371b7787fa489,campus:384371b7787fa489,observation_supports_campus,757,fractracker:757,campus identity evidence,9.6.2
campus:380f68b281755b55,campus:380f68b281755b55,campus:380f68b281755b55,observation_supports_campus,77,fractracker:77,campus identity evidence,9.6.2
campus:09a06e77dd0505a2,campus:09a06e77dd0505a2,campus:09a06e77dd0505a2,observation_supports_campus,779,fractracker:779,campus identity evidence,9.6.2
building:3c6ef0d74edcd9d9,campus:f94b433c1bd626af,campus:f94b433c1bd626af,building_in_campus,im3-source:12fd2f6e260d8d94,im3:12fd2f6e260d8d94,source-native building observation,9.6.2
building:3c6ef0d74edcd9d9,campus:f94b433c1bd626af,campus:f94b433c1bd626af,building_in_campus,osm-way-639176157,gigawatt:osm-way-639176157,source-native building observation,9.6.2
building:fe7fbe9df3cac14c,campus:f94b433c1bd626af,campus:f94b433c1bd626af,building_in_campus,im3-source:68672eb3950c211a,im3:68672eb3950c211a,source-native building observation,9.6.2
building:fe7fbe9df3cac14c,campus:f94b433c1bd626af,campus:f94b433c1bd626af,building_in_campus,osm-way-639176155,gigawatt:osm-way-639176155,source-native building observation,9.6.2
building:d3c23f600ede0f9b,campus:f94b433c1bd626af,campus:f94b433c1bd626af,building_in_campus,im3-source:aee16c39c23f55a2,im3:aee16c39c23f55a2,source-native building observation,9.6.2
building:d3c23f600ede0f9b,campus:f94b433c1bd626af,campus:f94b433c1bd626af,building_in_campus,osm-way-1010260677,gigawatt:osm-way-1010260677,source-native building observation,9.6.2
building:56722a83ae3d53ba,campus:f94b433c1bd626af,campus:f94b433c1bd626af,building_in_campus,im3-source:fb17271df313283e,im3:fb17271df313283e,source-native building observation,9.6.2
building:56722a83ae3d53ba,campus:f94b433c1bd626af,campus:f94b433c1bd626af,building_in_campus,osm-way-1010260676,gigawatt:osm-way-1010260676,source-native building observation,9.6.2
campus:f94b433c1bd626af,campus:f94b433c1bd626af,campus:f94b433c1bd626af,observation_supports_campus,790,fractracker:790,campus identity evidence,9.6.2
campus:fb98bc3aff763c87,campus:fb98bc3aff763c87,campus:fb98bc3aff763c87,observation_supports_campus,796,fractracker:796,campus identity evidence,9.6.2
campus:2ffcc59893ee58e2,campus:2ffcc59893ee58e2,campus:2ffcc59893ee58e2,observation_supports_campus,800,fractracker:800,campus identity evidence,9.6.2
campus:a65c520a44aa23d3,campus:a65c520a44aa23d3,campus:a65c520a44aa23d3,observation_supports_campus,801,fractracker:801,campus identity evidence,9.6.2
campus:4a0deec9f44d52af,campus:4a0deec9f44d52af,campus:4a0deec9f44d52af,observation_supports_campus,804,fractracker:804,campus identity evidence,9.6.2
campus:97b21301dda0168c,campus:97b21301dda0168c,campus:97b21301dda0168c,observation_supports_campus,806,fractracker:806,campus identity evidence,9.6.2
campus:80b5d6e2ee14c590,campus:80b5d6e2ee14c590,campus:80b5d6e2ee14c590,observation_supports_campus,807,fractracker:807,campus identity evidence,9.6.2
campus:5019b635a24bb6e5,campus:5019b635a24bb6e5,campus:5019b635a24bb6e5,observation_supports_campus,808,fractracker:808,campus identity evidence,9.6.2
campus:39717ff2f42200f4,campus:39717ff2f42200f4,campus:39717ff2f42200f4,observation_supports_campus,809,fractracker:809,campus identity evidence,9.6.2
campus:4364469ca517cb8a,campus:4364469ca517cb8a,campus:4364469ca517cb8a,observation_supports_campus,820,fractracker:820,campus identity evidence,9.6.2
campus:6e2b893af086fe46,campus:6e2b893af086fe46,campus:6e2b893af086fe46,observation_supports_campus,821,fractracker:821,campus identity evidence,9.6.2
campus:f23abcd183a1d461,campus:f23abcd183a1d461,campus:f23abcd183a1d461,observation_supports_campus,822,fractracker:822,campus identity evidence,9.6.2
campus:cf4fe9e36df21b7e,campus:cf4fe9e36df21b7e,campus:cf4fe9e36df21b7e,observation_supports_campus,824,fractracker:824,campus identity evidence,9.6.2
campus:0f460a9ed21d4ba0,campus:0f460a9ed21d4ba0,campus:0f460a9ed21d4ba0,observation_supports_campus,829,fractracker:829,campus identity evidence,9.6.2
campus:118f731dc1737d23,campus:118f731dc1737d23,campus:118f731dc1737d23,observation_supports_campus,831,fractracker:831,campus identity evidence,9.6.2
campus:71fd42ad0db3061c,campus:71fd42ad0db3061c,campus:71fd42ad0db3061c,observation_supports_campus,832,fractracker:832,campus identity evidence,9.6.2
campus:1927f3123b1c900b,campus:1927f3123b1c900b,campus:1927f3123b1c900b,observation_supports_campus,833,fractracker:833,campus identity evidence,9.6.2
campus:358855107de588d1,campus:358855107de588d1,campus:358855107de588d1,observation_supports_campus,834,fractracker:834,campus identity evidence,9.6.2
campus:413f91571b79ddec,campus:413f91571b79ddec,campus:413f91571b79ddec,observation_supports_campus,835,fractracker:835,campus identity evidence,9.6.2
campus:acfdc710cb9f9a4c,campus:acfdc710cb9f9a4c,campus:acfdc710cb9f9a4c,observation_supports_campus,836,fractracker:836,campus identity evidence,9.6.2
building:7d357d1a3cc5522f,campus:6989565460ea8176,campus:6989565460ea8176,building_in_campus,im3-source:0d674cf1dda7a078,im3:0d674cf1dda7a078,source-native building observation,9.6.2
building:c1b074a6d0ccee10,campus:6989565460ea8176,campus:6989565460ea8176,building_in_campus,im3-source:2bc1d082a67ee3fa,im3:2bc1d082a67ee3fa,source-native building observation,9.6.2
building:2e7ab000fb21067e,campus:6989565460ea8176,campus:6989565460ea8176,building_in_campus,im3-source:6dd72a8abe20adb3,im3:6dd72a8abe20adb3,source-native building observation,9.6.2
building:6ab7145962287419,campus:6989565460ea8176,campus:6989565460ea8176,building_in_campus,im3-source:9d899e7bb9a42cd4,im3:9d899e7bb9a42cd4,source-native building observation,9.6.2
campus:6989565460ea8176,campus:6989565460ea8176,campus:6989565460ea8176,observation_supports_campus,846,fractracker:846,campus identity evidence,9.6.2
campus:9f88d28b274197a1,campus:9f88d28b274197a1,campus:9f88d28b274197a1,observation_supports_campus,850,fractracker:850,campus identity evidence,9.6.2
campus:adf6e199d275ff9b,campus:adf6e199d275ff9b,campus:adf6e199d275ff9b,observation_supports_campus,853,fractracker:853,campus identity evidence,9.6.2
campus:420bb65845f30190,campus:420bb65845f30190,campus:420bb65845f30190,observation_supports_campus,855,fractracker:855,campus identity evidence,9.6.2
campus:9094e912877f85a6,campus:9094e912877f85a6,campus:9094e912877f85a6,observation_supports_campus,858,fractracker:858,campus identity evidence,9.6.2
campus:30f9e92be635f91f,campus:30f9e92be635f91f,campus:30f9e92be635f91f,observation_supports_campus,860,fractracker:860,campus identity evidence,9.6.2
campus:82391cc7328647a5,campus:82391cc7328647a5,campus:82391cc7328647a5,observation_supports_campus,861,fractracker:861,campus identity evidence,9.6.2
campus:3b2ceb3615499b01,campus:3b2ceb3615499b01,campus:3b2ceb3615499b01,observation_supports_campus,863,fractracker:863,campus identity evidence,9.6.2
campus:30a1748ecc8f8511,campus:30a1748ecc8f8511,campus:30a1748ecc8f8511,observation_supports_campus,864,fractracker:864,campus identity evidence,9.6.2
building:07c46410b8540e5b,campus:b11a92d978f6ce77,campus:b11a92d978f6ce77,building_in_campus,im3-source:831989f947e3a6ac,im3:831989f947e3a6ac,source-native building observation,9.6.2
building:9997393285ea505c,campus:b11a92d978f6ce77,campus:b11a92d978f6ce77,building_in_campus,im3-source:c9d3c60befda7348,im3:c9d3c60befda7348,source-native building observation,9.6.2
campus:b11a92d978f6ce77,campus:b11a92d978f6ce77,campus:b11a92d978f6ce77,observation_supports_campus,867,fractracker:867,campus identity evidence,9.6.2
building:72d692c4238ceb96,campus:9f7046898f4f0bb1,campus:9f7046898f4f0bb1,building_in_campus,osm-node-13154826377,gigawatt:osm-node-13154826377,source-native building observation,9.6.2
campus:9f7046898f4f0bb1,campus:9f7046898f4f0bb1,campus:9f7046898f4f0bb1,observation_supports_campus,872,fractracker:872,campus identity evidence,9.6.2
campus:9f7046898f4f0bb1,campus:9f7046898f4f0bb1,campus:9f7046898f4f0bb1,observation_supports_campus,im3-source:ac75d0f6057fe8d7,im3:ac75d0f6057fe8d7,campus identity evidence,9.6.2
campus:d3d4b63b381af05b,campus:d3d4b63b381af05b,campus:d3d4b63b381af05b,observation_supports_campus,876,fractracker:876,campus identity evidence,9.6.2
campus:74fbb492eb50e871,campus:74fbb492eb50e871,campus:74fbb492eb50e871,observation_supports_campus,886,fractracker:886,campus identity evidence,9.6.2
campus:54f5286da5388da8,campus:54f5286da5388da8,campus:54f5286da5388da8,observation_supports_campus,891,fractracker:891,campus identity evidence,9.6.2
campus:f512af222b2200e3,campus:f512af222b2200e3,campus:f512af222b2200e3,observation_supports_campus,892,fractracker:892,campus identity evidence,9.6.2
campus:4e0e2fe3eedd5f6d,campus:4e0e2fe3eedd5f6d,campus:4e0e2fe3eedd5f6d,observation_supports_campus,893,fractracker:893,campus identity evidence,9.6.2
